-1.713231138007125232e-01,-1.323027961991278534e-02,-6.571992300313905799e-02,9.617556024917499682e-03,4.165481595283556347e-03,-1.040044424981458916e-02,-1.150891810939942391e-03,-2.388981043613240887e-02,-1.000478962330092307e-02,1.379008563823852680e-02
-2.251687008034926607e-01,-5.514233815919650228e-02,-7.158011768937032338e-02,3.461227496114534230e-02,1.499918831684019828e-02,-4.086620164306151853e-02,-5.461233081625090600e-03,-3.403310426673118033e-02,3.262023256258881915e-03,5.461701812652032024e-05
-5.212919943506984233e-02,9.432643701952538734e-03,-2.755063080072141235e-02,8.730888890192561175e-03,-1.012112583375000645e-02,3.750808498240727068e-02,-2.164985512809295895e-02,-9.832639588215607088e-03,-2.531156764116198124e-02,1.891536249525785016e-02
-5.631144573139875223e-03,-1.242893517270682313e-02,-3.451671861505341277e-02,6.851609095261119997e-03,-1.907982636990161393e-02,2.455831983353879214e-02,-2.714932831385026904e-02,-1.282147350166320393e-02,-1.920319219283942933e-02,1.259332048253258146e-02
-6.796575590351837393e-02,3.346967195050226142e-03,-6.915118149598351027e-02,-1.063525380245536854e-02,7.574923652722307527e-03,1.912322686143938869e-02,-2.022546642603054862e-02,-3.457902160249719248e-02,1.647594292056561499e-03,1.355100503185310314e-02
4.523746251205089386e-02,-2.890115710333939630e-02,-6.205596643034911458e-02,-3.799483498388946199e-03,-5.807758320321749698e-03,1.202819724074932067e-02,-3.543370140327375267e-02,-2.211143999642036298e-02,-6.217036225042136838e-04,3.383810697476651638e-03
-2.615626700480508937e-01,-1.716513425016475552e-02,-5.139169548738740240e-02,2.684389740710043173e-02,3.540562496183902869e-02,-3.529817999243598653e-02,-6.048804037971144097e-03,-2.347353048278095003e-02,-7.778073039896703060e-03,8.964444101800618514e-03
-2.635924196741989967e-01,-4.359972532524298422e-02,-5.973515335767178719e-02,2.359477740754428385e-02,3.582982406734776942e-02,-4.874834584880131938e-02,-2.849874321301291199e-03,-3.531589540725260656e-02,-3.119596975126667868e-03,1.742985904506487785e-03
-2.270155953086083755e-01,-2.073589647978448663e-02,-2.991366629063776580e-02,4.797260801246605588e-02,6.351672251530804912e-03,-2.033604211992867325e-02,-1.615565063842942448e-02,-1.051874963626547518e-02,-1.731730832048813604e-02,1.375166733640364666e-02
-2.758039687057184386e-01,-3.734521311505049207e-02,-6.073143033988884915e-02,5.749728306736646977e-02,2.482507591477235015e-02,-5.634071120654533110e-02,-5.033246540867399380e-03,-2.895195586083798220e-02,7.508062108080827517e-03,-2.921453153383599390e-05
-2.341849397386245590e-01,-3.569973424877977142e-02,-4.862547556633549373e-02,2.404644038001180553e-02,2.105245403030294241e-02,-3.070545242439257083e-02,-7.049513449010075955e-03,-1.564730556506841244e-02,-9.439296938424367525e-03,2.590622684736030787e-03
-2.357626808217188619e-01,-6.206674805140365014e-02,-6.199932772412544701e-02,1.977445321502610542e-02,2.202719911998375982e-02,-4.640332222355775249e-02,-3.206415402407839042e-03,-2.342216913317684765e-02,-9.860720032856839547e-04,-6.782352685567143158e-03
1.440591216979820455e-01,4.702867297116009732e-02,-2.109420854670342182e-02,1.651609828603856772e-02,-1.039951893424952405e-03,5.074552785836731333e-02,-1.356331952556171817e-02,-2.525099247499086250e-02,-5.990569565290595859e-03,2.113877659414121080e-03
1.513506408076177867e-01,2.935597085801147643e-02,-1.272259175586206055e-02,2.419935392888437203e-02,-4.990174988091597257e-03,4.422198799413654818e-02,-1.694892203740720749e-02,-3.357343946605161750e-02,-4.409902372404075725e-03,1.168675847940927204e-03
4.723110000776990086e-02,5.619089854671495410e-02,-6.379234458653711137e-02,-2.271951802250447155e-02,6.362004417162512096e-03,4.198949084243373819e-02,-6.851530597660367150e-03,-2.663735137014600074e-02,-8.984074855677351770e-03,1.125752573997997052e-02
-7.587454901851453095e-04,4.589501911434019227e-02,-7.047743009726736840e-02,-3.243311923747238534e-02,4.018519521067339360e-03,3.007644125818867073e-02,1.893356718698194175e-03,-2.978634784194391510e-02,-7.105544030486152761e-03,7.018241986054250987e-03
-7.491419442296919085e-02,-9.490034399002242327e-02,-9.933741856980489449e-03,1.948420419313662104e-03,-3.072324139425300360e-02,-1.422646977582237536e-02,-1.856678594905799770e-02,-4.100370680171511878e-03,-2.512288762542653694e-02,6.145781588890602415e-03
-2.378998223265385015e-01,-4.123504127603243308e-02,-3.847590342017302018e-02,2.611410280494776137e-02,1.901964009655473728e-02,-3.330376127740117959e-02,-7.088902225020029743e-03,-1.460875262532376241e-02,-1.058140448590819127e-02,3.925765915489040810e-03
-1.577148792937378974e-01,3.360795839341504474e-03,-5.289538059851501411e-02,1.853984066136550243e-02,9.670652692909564212e-04,-6.075016812991531712e-05,-1.517137709840822753e-02,-3.065426047783440314e-02,-2.906849921691732896e-03,1.667586980763558283e-02
-1.487852299656531596e-01,-3.990592412309430792e-02,-4.388348146149404633e-02,2.736635247829740172e-02,-1.107448933936279814e-02,-1.473641189355271754e-02,-2.632575043197514508e-02,-3.017708620950253912e-02,-3.298548954157425484e-03,3.843798270347473841e-03
-8.603920591743811908e-02,1.672472604170940902e-02,-3.488688549524249921e-02,-3.571163571210949489e-02,1.061128014103009977e-02,1.531760603333981278e-02,-3.000258107810605673e-02,-1.649117606034276526e-02,-1.694807983219361047e-02,8.142006356688965066e-03
