-2.957492444261379805e-01,-4.133637801405439655e-02,-1.129365948369460027e+00,3.532583773691809759e-01,1.269747812148390054e+00
-3.874418827103169871e-01,-2.315520050598089963e-01,-1.531538278351689986e+00,-2.640230616995640212e-01,1.692209225176829923e+00
-2.486012947721280009e-01,-2.246350731672359935e-01,-2.595513742218529818e-01,6.415188059014849398e-02,2.091834886149670059e+00
-3.321948987599129821e-01,-3.180136537169709898e-01,-5.775481002543120246e-01,-3.187188854145159844e-01,2.118476596881199825e+00
-4.383500982876529783e-01,-1.021018449747630036e-02,-6.991350837373100369e-01,-3.109051963123810047e-01,2.164148100992380197e+00
-3.125258154686689771e-01,2.560916933665809969e-01,-9.142505160533850317e-01,-6.859622732149099900e-01,1.943402497788329963e+00
-2.549648217192950206e-01,-2.488443347912419890e-01,-8.394277569869249556e-01,6.415188059014849398e-02,1.441015952565319891e+00
-3.347981597837539902e-01,-3.007213239855380249e-01,-1.157424483019380057e+00,-2.171409270867480090e-01,8.663161924996130026e-01
-3.316256081326190205e-03,1.627131128168460006e-01,2.103397227737520067e-02,6.345511850460779923e-01,6.455705892955649894e-01
-2.303784676052400004e-01,-2.903459261466789787e-01,-1.473172356221620072e-01,-2.093272379846120024e-01,1.753104563991739973e+00
-1.652969420092139929e-01,-3.076382558781109999e-01,-4.746668065379279766e-01,2.282393517350050083e-01,1.284971646852119953e+00
-1.829412667263589920e-01,-3.733491088575540129e-01,-3.717855128215449834e-01,-2.179869953334770058e-02,1.307807398907709917e+00
-4.967788457116409928e-01,1.556474889170289977e+00,-1.494126898818459948e+00,-4.437379110486929790e-01,2.133700431584930168e+00
-5.233899583997939642e-01,6.745660728672410178e-01,-1.606361037418150062e+00,-6.859622732149099900e-01,2.068999134094080095e+00
-5.123984118546880406e-01,5.396859009620700309e-01,-1.344481380685540017e+00,-5.453158693764610376e-01,2.213625563779499927e+00
-5.274394755479909769e-01,-3.787791206776790209e-02,-1.213541552319230110e+00,-6.547075168063649642e-01,2.251685150538810021e+00
-4.612543736226799862e-02,9.650772123553039705e-01,2.455022494767570007e-01,3.220036209606370048e-01,1.539970878139550026e+00
9.410797813007840129e-03,-7.246257153063240253e-02,2.103397227737520067e-02,3.532583773691809759e-01,8.587042751477490521e-01
-3.938054096574840068e-01,-1.347149585637890112e-01,-6.430180144374649798e-01,-1.858861706782040102e-01,1.791164150751060058e+00
-4.001689366046510266e-01,-2.695951304689599981e-01,-6.243123246708499607e-01,-4.359242219465570001e-01,-1.211737244559190074e+00
-4.149741776432829682e-02,3.598456717551740125e-01,-1.379643907388549973e-01,-1.077492796568439992e-01,8.016148950087710334e-01
